product_title,review_headline,review_date,Sentiment
A Complete Concordance to the Iliad of Homer,A Complete Concordance to Illiad of Homer,"Tuesday, May 1, 2012",Positive
A Concept Dictionary of English,English Words in Categories,"Monday, April 30, 2012",Positive
A Corporate Education,A Corporate Education - Life for training professionals in a corporation,"Wednesday, May 2, 2012",Positive
A Counselor's Guide to Career Assessment Instruments,What a waste!,"Monday, April 30, 2012",Negative
A Course in Game Theory (MIT Press),Great book!,"Tuesday, May 1, 2012",Positive
A Cowherd in Paradise: From China to Canada,Must Read for Chinese Americans/Chinese Canadians,"Wednesday, May 2, 2012",Positive
A Crack in the Sidewalk,An Inspiration For Poets,"Sunday, April 29, 2012",Positive
A Creed in Stone Creek (The Creed Cowboys),It was Okay.,"Sunday, April 29, 2012",Positive
A Crimson Warning: A Lady Emily Mystery (Lady Emily Mysteries),loving this series!,"Sunday, April 29, 2012",Positive
A Cross-Shaped Gospel: Reconciling Heaven and Earth,One Of The Best Books I Have Read,"Tuesday, May 1, 2012",Positive
A Cry of Angels: A Novel (Brown Thrasher Books Ser.),A Cry of Angels,"Tuesday, May 1, 2012",Positive
A Crystal Ball Visioning: Unfolding the 21st Century,From look to see to understand.,"Sunday, April 29, 2012",Positive
"A Dance With Dragons (A Song of Ice and Fire, Book 5)",Short and sweet,"Sunday, April 29, 2012",Positive
"A Dance With Dragons (A Song of Ice and Fire, Book 5)",dragons,"Tuesday, May 1, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),A Review,"Wednesday, May 2, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),A Solid Work.,"Sunday, April 29, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),"As expected, wonderful","Tuesday, May 1, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),"Excellently written, entertaining, but did not really adance the plot much","Sunday, April 29, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),Losing interest,"Tuesday, May 1, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),Martin's Comeback,"Wednesday, May 2, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),Oh well,"Sunday, April 29, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),Please oh please hire an editor,"Wednesday, May 2, 2012",Positive
A Dance with Dragons (A Song of Ice and Fire),awesome book,"Wednesday, May 2, 2012",Negative
A Dance with Dragons (A Song of Ice and Fire),games up after circus dwarf,"Tuesday, May 1, 2012",Negative
A Dance with Dragons (A Song of Ice and Fire),this book as useful as nipples on a breastplate...,"Monday, April 30, 2012",Negative
"A Darkness at Sethanon (The Riftwar Saga, Vol. 4)",Last in the Riftwar Saga,"Monday, April 30, 2012",Positive
A Date with a Beatle,A Date With A Beatle---Judith Kristen---,"Monday, April 30, 2012",Positive
"A Day in the Life of Ancient Rome: Daily Life, Mysteries, and Curiosities",a real idea of ancient Rome,"Tuesday, May 1, 2012",Positive
A Deadly Download,Page Turner,"Sunday, April 29, 2012",Positive
A Deadly Grind (A Vintage Kitchen Mystery),A wonderful new series,"Tuesday, May 1, 2012",Positive
A Deadly Grind (A Vintage Kitchen Mystery),Enjoyable,"Tuesday, May 1, 2012",Positive
A Deadly Grind (A Vintage Kitchen Mystery),exciting regional amateur sleuth,"Tuesday, May 1, 2012",Negative
A Delusion Of Satan: The Full Story Of The Salem Witch Trials,"Don't read just one book on Salem, include this one.","Tuesday, May 1, 2012",Positive
A Dictionary of Intermediate Japanese Grammar,"Great dictionary, but devoid of context","Wednesday, May 2, 2012",Positive
A Different Gift (Volume 1),Wonderfully Original!,"Monday, April 30, 2012",Positive
A Difficult Woman: The Challenging Life and Times of Lillian Hellman,We stand on her shoulders.,"Wednesday, May 2, 2012",Positive
A Discriminating Death,"Unique protagonist, unique historical material","Wednesday, May 2, 2012",Positive
A Divine Revelation Of Hell,A LIFE CHANGER AND A MUST HAVE!!!,"Sunday, April 29, 2012",Positive
A Dog's Purpose,Truly touching,"Sunday, April 29, 2012",Positive
A Dog's Purpose: A Novel for Humans,A Dog's Purpose .. Totally Heartwarming,"Tuesday, May 1, 2012",Positive
A Dog's Purpose: A Novel for Humans,For tender hearts and those needing to become so,"Monday, April 30, 2012",Positive
A Dog's Purpose: A Novel for Humans,One of the best books I've ever read,"Tuesday, May 1, 2012",Positive
A Dog's Purpose: A Novel for Humans,"One of the best dog books, ever!","Monday, April 30, 2012",Positive
A Dozen a Day Book 1,piano technic,"Tuesday, May 1, 2012",Positive
A Dozen a Day Mini Book,Great for reinforcing basic note reading and technical skills,"Tuesday, May 1, 2012",Positive
A Faithful Reading Partner: A Story From A Hakka Village,Great book!,"Tuesday, May 1, 2012",Positive
A Family Haggadah II: A Seder Service for All Ages,Good but could use a few tweaks,"Tuesday, May 1, 2012",Positive
A Farewell to Arms,No Masterpiece to Me,"Wednesday, May 2, 2012",Positive
A Fatal Fleece: A Seaside Knitters Mystery,engaging cozy,"Tuesday, May 1, 2012",Positive
"A Feast for Crows (A Song of Ice and Fire, Book 4)",A Review,"Wednesday, May 2, 2012",Positive
A Feast for Crows: A Song of Ice and Fire (Game of Thrones),"A whole lot of pages, Knights, Lords and attendant Ladies and gory death....","Tuesday, May 1, 2012",Positive
A Field Guide for Science Writers: The Official Guide of the National Association of Science Writers,Great book ... wrong title.,"Tuesday, May 1, 2012",Positive
A Field Guide to Hawks of North America (Peterson Field Guides),Excellent guide for beginning raptor birders...,"Wednesday, May 2, 2012",Positive
A Field Guide to Medicinal Plants and Herbs: Of Eastern and Central North America (Peterson Field Guides),"small pics, not enough directions","Tuesday, May 1, 2012",Positive
"A Field of Darkness (Madeline Dare, Book 1) (A Madeline Dare Novel)",Gratuitously violent and too taken with one's own cleverness.,"Thursday, May 3, 2012",Negative
A Fire in the Sun,A Well Written Sequel,"Tuesday, May 1, 2012",Negative
A First Course in Differential Equations (Undergraduate Texts in Mathematics),A good overview and introduction of DE,"Monday, April 30, 2012",Positive
A First-Rate Madness: Uncovering the Links Between Leadership and Mental Illness,everyone should read!,"Wednesday, May 2, 2012",Positive
"A Foreign Policy of Freedom: Peace, Commerce, and Honest Friendship",Yet another refreshing point of view,"Wednesday, May 2, 2012",Neutral
A Fraction of the Whole,Loved it,"Monday, April 30, 2012",Positive
A Fragile Stone: The Emotional Life of Simon Peter,Very Wonderful Read!!,"Wednesday, May 2, 2012",Positive
A Full Life with Autism: From Learning to Forming Relationships to Achieving Independence,This is a book that you will refer to over and over again!,"Monday, April 30, 2012",Positive
"A Game of Thrones (A Song of Ice and Fire, Book 1)",English Major Critiques Martin,"Monday, April 30, 2012",Positive
"A Game of Thrones (A Song of Ice and Fire, Book 1)",It's a shame really,"Wednesday, May 2, 2012",Positive
"A Game of Thrones (A Song of Ice and Fire, Book 1)","Nicely done, Mr. Martin, nicely done.","Wednesday, May 2, 2012",Positive
A Game of Thrones (Song of Ice and Fire),Game of thrones,"Monday, April 30, 2012",Positive
A Game of Thrones: The Graphic Novel: Volume One,Disappointing,"Wednesday, May 2, 2012",Positive
A Game of Thrones: The Graphic Novel: Volume One,Great!,"Monday, April 30, 2012",Positive
"A Gentle Madness: Bibliophiles, Bibliomanes, and the Eternal Passion for Books",Rekindled my love of books,"Wednesday, May 2, 2012",Negative
A Gentle Rain,Nicely done!,"Tuesday, May 1, 2012",Positive
"A Gentleman Says ""I Do""","Easy to enjoy, with a slight plausible plot","Tuesday, May 1, 2012",Positive
"A Gentleman Says ""I Do""",Enjoyable but very predictable,"Wednesday, May 2, 2012",Positive
A German Requiem: A Bernie Gunther Novel,Postwar Vienna Noir,"Tuesday, May 1, 2012",Positive
A Ghost in the Machine: A Chief Inspector Barnaby Novel (Chief Inspector Barnaby Novels),The Best Yet,"Tuesday, May 1, 2012",Positive
A Gift Of Two Silver Pistols,Amazing,"Wednesday, May 2, 2012",Positive
A Gift of Grace: A Novel (Kauffman Amish Bakery Series),A love of Grace,"Tuesday, May 1, 2012",Positive
A Giraffe and a Half,Be ready to re-read,"Monday, April 30, 2012",Positive
A Girl and Her Pig: Recipes and Stories,A girl and a dead animal you mean,"Monday, April 30, 2012",Negative
A Girl and Her Pig: Recipes and Stories,Commercial appeal or commercially appalling,"Monday, April 30, 2012",Positive
A Girl and Her Pig: Recipes and Stories,Who's the pig?,"Sunday, April 29, 2012",Negative
A Girl's Guide to Growing Up: Making the Right Choices,Consider This a Survival Manual For Young Ladies.,"Tuesday, May 1, 2012",Positive
"A Goal Diggers Guide (How to Get What You Want, Without Giving It Up)",Must Read for ALL Women Especially the Young Girls,"Wednesday, May 2, 2012",Positive
A Grand Old Tree,Lovely book,"Sunday, April 29, 2012",Positive
A Gravedigger's Tales,Graveside Humour,"Tuesday, May 1, 2012",Positive
A Great Aridness: Climate Change and the Future of the American Southwest,Fascinating & Sobering,"Monday, April 30, 2012",Negative
A Great Place for a Seizure,Amazing book,"Sunday, April 29, 2012",Positive
A Guide to Jewish Religious Practice (The Moreshet series),A great work,"Tuesday, May 1, 2012",Positive
A Guide to Understanding the Bible: The Development of Ideas Within the Old and New Testaments,"A FAMOUS ""LIBERAL"" PREACHER OF THE 20TH CENTURY ANALYZES THE BIBLE","Wednesday, May 2, 2012",Positive
A Guru in the Guest Room,How do we love wholeheartedly?,"Monday, April 30, 2012",Positive
A Guru in the Guest Room,a guru in the Guest room,"Monday, April 30, 2012",Positive
A Handful of Dust (Everyman's Library),Two-thirds of Utterly Fantastic,"Tuesday, May 1, 2012",Positive
A Hat Full of Sky: The Continuing Adventures of Tiffany Aching and the Wee Free Men,"Maybe meant for younger readers, but not lacking for anyone.","Tuesday, May 1, 2012",Positive
A Heart Like His: Intimate Reflections on the Life of David,A Heart Like His,"Wednesday, May 2, 2012",Positive
A Heart Like His: Intimate Reflections on the Life of David,A great resource!,"Tuesday, May 1, 2012",Positive
A Heart Speaks: An Inspiring Connection of Art Nature and Life.,A Heart Speaks,"Wednesday, May 2, 2012",Positive
A Heart on Fire: Rediscovering Devotion to the Sacred Heart of Jesus,A HEART ON FIRE,"Wednesday, May 2, 2012",Positive
A Heartbeat and a Guitar: Johnny Cash and the Making of Bitter Tears,the REAL johnny cash: a tale of dedication and courage,"Tuesday, May 1, 2012",Positive
A Heathen Family Devotional: Odinism Begins at Home,Great Beginers Guide for Prayer,"Tuesday, May 1, 2012",Positive
"A Heavenly Presence: A Story of Healing, Awakening, Angelic Visitation and Spiritual Discovery",There is more to Experience!,"Tuesday, May 1, 2012",Positive
A Hiking Guide To Cedar Mesa,Think of it as a cairn,"Monday, April 30, 2012",Positive
A History of Economic Thought,As lectures 5 stars,"Monday, April 30, 2012",Positive
A History of Israel: From the Rise of Zionism to Our Time,A fine book.,"Tuesday, May 1, 2012",Positive
A History of Narrative Film (Fourth Edition),Comprehensive and Readable - A Delight!,"Wednesday, May 2, 2012",Positive
A History of Warfare,Keegan is brilliant,"Wednesday, May 2, 2012",Positive
A Horseman's Heart,"A Sweet, Christian Romance","Tuesday, May 1, 2012",Positive
A House for Hermit Crab,Tiny book,"Wednesday, May 2, 2012",Negative
A Human Element,Loved it!,"Sunday, April 29, 2012",Positive
"A Hypothetical Classification of the Flaked Stone Projectiles, Tools and Ceremonials from the Southeastern United States",Good reference and graphics,"Monday, April 30, 2012",Positive
A Is for Adam: The Gospel from Genesis,Good Devotional for Young Children,"Wednesday, May 2, 2012",Positive
A Jarful of Angels,Fantastic,"Wednesday, May 2, 2012",Positive
A Journey Through Grief: Life Beyond the Broken Heart,GREAT BOOKLET,"Monday, April 30, 2012",Neutral
A Killer Read (Ashton Corners Book Club),a killer read is a killer debut,"Tuesday, May 1, 2012",Positive
A Killing Tide: Columbia River Thriller (Volume 1),A Killing Tide brings Astoria to life!,"Monday, April 30, 2012",Positive
A King in a Court of Fools,My summers in Pittsburgh relived!,"Tuesday, May 1, 2012",Positive
A Kingdom Besieged: Book One of the Chaoswar Saga,Best new Feist in awhile,"Wednesday, May 2, 2012",Positive
A Kingdom Besieged: Book One of the Chaoswar Saga,improvement,"Wednesday, May 2, 2012",Positive
A Kingdom's Cost: Book I of the Black Douglas Trilogy,History Brought to life,"Tuesday, May 1, 2012",Positive
A Kiss in Time,wonderful!,"Tuesday, May 1, 2012",Positive
A Kiss to Remember (Once Upon a Time),money well spent,"Monday, April 30, 2012",Positive
A Knight and His Castle,Good Reference,"Tuesday, May 1, 2012",Positive
A Knight and His Horse,Good Info,"Tuesday, May 1, 2012",Positive
"A Lady of Secret Devotion (Ladies of Liberty, Book 3)","Rags, Riches and Romance","Wednesday, May 2, 2012",Positive
A Land More Kind Than Home: A Novel,Cash knocks it out of the park,"Monday, April 30, 2012",Positive
A Land More Kind Than Home: A Novel,Had me from the get go,"Monday, April 30, 2012",Positive
A Land More Kind Than Home: A Novel,"THERE'S THREE THINGS THAT CAN DESTROY A PREACHER - GLORY, GOLD, GIRLS","Sunday, April 29, 2012",Positive
A Language Older Than Words,A wonderful shift in perspective,"Sunday, April 29, 2012",Positive
A Lasting Promise: A Christian Guide to Fighting for Your Marriage,A Worthy Read,"Tuesday, May 1, 2012",Positive
"A Lawman's Christmas (McKettricks, Book 14)",A sweet Christmas story,"Wednesday, May 2, 2012",Positive
A Lesson in Dying,First of the Inspector Ramsay Northumberland Mysteries-- Audio Book,"Sunday, April 29, 2012",Positive
A Lethal Inheritance: A Mother Uncovers the Science Behind Three Generations of Mental Illness,Well written on a complex subject,"Monday, April 30, 2012",Negative
A Life Sold - What Ever Happened to That Guy Who Sold His Whole Life on Ebay?,"I lived it, well a week anyway","Monday, April 30, 2012",Positive
A Life on the Road,On Life's Road,"Tuesday, May 1, 2012",Positive
A Life's Lesson: You've Only Got One Shot,A Life's Lesson... in review.,"Wednesday, May 2, 2012",Positive
A Lifetime Ago,Even Better the Second Time,"Sunday, April 29, 2012",Positive
A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity,Great for a study group!,"Monday, April 30, 2012",Positive
A Lion Among Men (Volume Three in the Wicked Years),A Lion Among Men.,"Tuesday, May 1, 2012",Positive
A Little Bit of DÈj‡ Vu,Another Heartwarming Novel,"Wednesday, May 2, 2012",Positive
A Little Girl's Gift,This book changed my life so many years ago!,"Wednesday, May 2, 2012",Positive
A Little Less Talk and a Lot More Action (Signet Eclipse),A lot more of this author please!,"Tuesday, May 1, 2012",Positive
A Little Princess,Enchanting,"Tuesday, May 1, 2012",Positive
A Little Princess (A Stepping Stone Book),Enchanting,"Tuesday, May 1, 2012",Positive
A Long Line of Dead Men (Matthew Scudder),Still as good as it was when I first read it.,"Wednesday, May 2, 2012",Positive
A Long Way Down,Great characters,"Monday, April 30, 2012",Positive
A Long Way Down,One could argue that most of the trouble in the world is caused by introspection.  ~Nick Hornby,"Sunday, April 29, 2012",Positive
A Lost Art,A Lost Art,"Sunday, April 29, 2012",Positive
A Lova' Like No Otha',"The best of the best, cutting to the marrow and the bone!","Wednesday, May 2, 2012",Negative
A Man Without a Country,Old white man ranting,"Monday, April 30, 2012",Negative
A Man of His Word: The Life and Times of Nevada's Senator William J. Raggio,A Man of His Word,"Wednesday, May 2, 2012",Positive
